44.28999799987339,-124.10848240000476
25.33107199999998,-80.9994999999999
20.669567442088216,-156.1519292200424
44.326784010462795,-68.42204840085418
39.5731370860933,-105.73401257427047
34.37903434899237,-118.68238382536839
35.19505548356355,-83.67676296731106
61.81148149999993,-149.29738999999984
44.645832000000155,-120.26500000000028
43.10947225000009,-124.43477375000032
45.344109999416766,-123.98911333438095
48.680322452081576,-113.65294683221371
40.65664517866571,-73.07750139521411
30.846950670089704,-80.49148605684574
38.72616440534743,-117.12301975024748
29.294491999999966,-94.7821224999999
43.4515710609475,-111.93907260704056
45.93050000000002,-123.97900000000011
54.63251999999988,-131.4569099999997
32.96873570698332,-117.41677336434024
28.03453343184454,-82.52433330861297
30.27887399999999,-87.59440799999997
43.59333637879288,-70.78276174895718
37.1593800062514,-122.151810499042
46.918133098825294,-123.04411401442214
21.398750928951888,-157.92450723324748
68.79539999999984,-143.53454999999968
37.3714831170334,-107.30996010733399
43.32396700000476,-124.38546699999686
45.06894299761901,-124.00039000105403
